Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 25,respondent_id,survey_id,cnt
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Prefer not to answer,White/Caucasian,,12191559350,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12191545235,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191540078,295082383,1
Clinical Compass (CCGPP),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191540078,295082383,2
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191540078,295082383,3
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191540078,295082383,4
World Federation of Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191546933,295082383,1
Student,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191571132,295082383,1
Council on Chiropractic Education,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191591873,295082383,1
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12191591873,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12191594947,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12191594947,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12191594947,295082383,3
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,,12191616304,295082383,1
National Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,,12191616304,295082383,2
State Licensing Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,,12191616304,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191606182,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,3.,12191623419,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191589416,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,3.,12190172988,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,71 - 80 years,Male,White/Caucasian,,12191691723,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191688759,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191688759,295082383,2
State Chiropractic Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,41 - 50 years,Male,Hispanic/Latino,5. Multi-Disciplinary / Integrated,12191165634,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191727357,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191727357,295082383,2
International Chiropractic Association (ICA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,Hispanic/Latino,,12191751385,295082383,1
National Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,Hispanic/Latino,,12191751385,295082383,2
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,Hispanic/Latino,,12191751385,295082383,3
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,,5. Multi-Disciplinary / Integrated,12191728106,295082383,1
League of Chiropractic Women (LCW),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,3.,12191744388,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,,,12191788344,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,Multi-Racial,,12191800107,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12191806297,295082383,1
Vendor of products or services to the chiropractic profession,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12191806297,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191800661,295082383,1
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191766807,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12191766807,295082383,2
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,Hispanic/Latino,,12191837418,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12191821637,295082383,1
State Chiropractic Association,Solo practitioner,,5 - 10 years,31 - 40 years,Male,White/Caucasian,,12191853126,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,71 - 80 years,Male,White/Caucasian,3.,12191834704,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,71 - 80 years,Male,White/Caucasian,3.,12191834704,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,71 - 80 years,Male,White/Caucasian,3.,12191834704,295082383,3
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12191861093,295082383,1
Federation of International Chiropractors du Sport (FICS),Solo practitioner,Association Executive Director,21 - 30 years,51 - 60 years,Male,White/Caucasian,,12191868337,295082383,1
Forward Thinking Chiropractic Alliance,Solo practitioner,Association Executive Director,21 - 30 years,51 - 60 years,Male,White/Caucasian,,12191868337,295082383,2
World Federation of Chiropractic,Solo practitioner,Association Executive Director,21 - 30 years,51 - 60 years,Male,White/Caucasian,,12191868337,295082383,3
National Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,3.,12191953136,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,3.,12191953136,295082383,2
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,3.,12191953136,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12192004711,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Less than 5 years,41 - 50 years,Male,White/Caucasian,,12192026396,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Less than 5 years,41 - 50 years,Male,White/Caucasian,,12192026396,295082383,2
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,41 - 50 years,Female,White/Caucasian,3.,12191990019,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12192129257,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12192157281,295082383,1
State Chiropractic Association,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12192170840,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,3.,12192137242,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,3.,12192137242,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,White/Caucasian,3.,12192137242,295082383,3
International Chiropractic Association (ICA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12192207065,295082383,1
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,Hispanic/Latino,,12192244825,295082383,1
